OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,CITY,ZIP,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape
454,454,3100,84910,CLEAR CREEK ISD,84910043,CLEAR LAKE INT,15545 EL CAMINO REAL,HOUSTON,77062,HOUSTON,77062,GALVESTON COUNTY,4,8-Jun,2,0,REGULAR,15545 EL CAMINO REAL,Y,454
455,455,3101,84910,CLEAR CREEK ISD,84910046,CREEKSIDE INT,4320 W MAIN ST,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,8-Jun,2,0,REGULAR,4320 W MAIN ST,Y,455
456,456,3102,84910,CLEAR CREEK ISD,84910047,BROOKSIDE INT,3535 E PARKWOOD,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,8-Jun,2,0,REGULAR,3535 E PARKWOOD,Y,456
457,457,3103,84910,CLEAR CREEK ISD,84910101,CLEAR LAKE CITY EL,1707 FAIRWIND,HOUSTON,77062,HOUSTON,77062,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,1707 FAIRWIND,Y,457
458,458,3104,84910,CLEAR CREEK ISD,84910102,ED H WHITE EL,1708 LES TALLEY DR,SEABROOK,77586,SEABROOK,77586,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,1708 LES TALLEY DR,Y,458
459,459,3105,84910,CLEAR CREEK ISD,84910103,LEAGUE CITY EL,709 E WILKINS,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,709 E WILKINS,Y,459
460,460,3106,84910,CLEAR CREEK ISD,84910104,JAMES H ROSS EL,2401 W MAIN ST,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,2401 W MAIN ST,Y,460
461,461,3107,84910,CLEAR CREEK ISD,84910105,BAY EL,1502 BAYPORT,SEABROOK,77586,SEABROOK,77568,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,1502 BAYPORT,Y,461
462,462,3108,84910,CLEAR CREEK ISD,84910107,MARGARET S MCWHIRTER EL,300 PENNSYLVANIA,WEBSTER,77598,WEBSTER,77598,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,300 PENNSYLVANIA,Y,462
463,463,3109,84910,CLEAR CREEK ISD,84910108,G H WHITCOMB EL,900 RESEDA DR,HOUSTON,77062,HOUSTON,77062,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,900 RESEDA DR,Y,463
464,464,3110,84910,CLEAR CREEK ISD,84910110,P H GREENE EL,2903 FRIENDSWOOD LINK RD,WEBSTER,77598,WEBSTER,77598,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,2903 FRIENDSWOOD LINK RD,Y,464
465,465,3111,84910,CLEAR CREEK ISD,84910111,ARMAND BAYOU EL,16000 HICKORY KNOLL DR,HOUSTON,77059,HOUSTON,77059,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,16000 HICKORY KNOLL DR,Y,465
466,466,3112,84910,CLEAR CREEK ISD,84910112,C D LANDOLT EL,2104 PILGRIMS POINT,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,2104 PILGRIMS POINT,Y,466
467,467,3113,84910,CLEAR CREEK ISD,84910115,WALTER HALL EL,5931 MEADOWSIDE,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,5931 MEADOWSIDE,Y,467
468,468,3114,84910,CLEAR CREEK ISD,84910116,JOHN F WARD EL,1440 BOULDERCREST DR,HOUSTON,77062,HOUSTON,77062,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,1440 BOULDERCREST DR,Y,468
469,469,3115,84910,CLEAR CREEK ISD,84910117,LLOYD R FERGUSON EL,1910 COMPASS ROSE,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,1910 COMPASS ROSE,Y,469
470,470,3116,84910,CLEAR CREEK ISD,84910118,BROOKWOOD EL,16850 MIDDLEBROOK DR,HOUSTON,77059,HOUSTON,77059,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,16850 MIDDLEBROOK DR,Y,470
471,471,3117,84910,CLEAR CREEK ISD,84910119,WEDGEWOOD EL,4000 FRIENDSWOOD LINK RD,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,EE-6,1,0,REGULAR,4000 FRIENDSWOOD LINK RD,Y,471
472,472,3118,84910,CLEAR CREEK ISD,84910120,I W AND ELEANOR HYDE EL,3700 FM 518 E,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,3700 FM 518 E,Y,472
473,473,3119,84910,CLEAR CREEK ISD,84910121,NORTH POINTE EL,3200 ALMOND CREEK DR,HOUSTON,77059,HOUSTON,77059,GALVESTON COUNTY,4,EE-5,1,0,REGULAR,3200 ALMOND CREEK DR,Y,473
474,474,3120,84911,FRIENDSWOOD ISD,84911001,FRIENDSWOOD H S,702 GREENBRIAR DR,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,12-Sep,4,0,REGULAR,702 GREENBRIAR DR,Y,474
475,475,3121,84911,FRIENDSWOOD ISD,84911041,FRIENDSWOOD J H,402 LAUREL DR,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,8-Jul,3,0,REGULAR,402 LAUREL DR,Y,475
476,476,3122,84911,FRIENDSWOOD ISD,84911101,WESTWOOD EL,506 W EDGEWOOD,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,PK-3,1,0,REGULAR,506 W EDGEWOOD,Y,476
477,477,3123,84911,FRIENDSWOOD ISD,84911102,C W CLINE ELEMENTARY,505 BRIARMEADOW AVE,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,PK-3,1,0,REGULAR,505 BRIARMEADOW AVE,Y,477
478,478,3124,84911,FRIENDSWOOD ISD,84911103,ZUE S BALES INT,211 STADIUM LN,FRIENDSWOOD,77546,FRIENDSWOOD,77546,GALVESTON COUNTY,4,6-Apr,1,0,REGULAR,211 STADIUM LN,Y,478
479,479,3137,101907,CYPRESS-FAIRBANKS ISD,101907118,WILSON EL,18015 KIETH HARROW BLVD,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,PK-5,1,1,REGULAR,18015 KIETH HARROW BLVD,Y,479
480,480,3138,101907,CYPRESS-FAIRBANKS ISD,101907119,OWENS EL,7939 JACKRABBIT RD,HOUSTON,77095,HOUSTON,77095,HARRIS COUNTY,4,PK-5,1,1,REGULAR,7939 JACKRABBIT RD,Y,480
481,481,3139,101907,CYPRESS-FAIRBANKS ISD,101907120,EMMOTT EL,11750 STEEPLEWAY BLVD,HOUSTON,77065,HOUSTON,77065,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,11750 STEEPLEWAY BLVD,Y,481
482,482,3140,101907,CYPRESS-FAIRBANKS ISD,101907121,HOLMSLEY EL,7315 HUDSON OAKS DR,HOUSTON,77095,HOUSTON,77095,HARRIS COUNTY,4,PK-5,1,1,REGULAR,7315 HUDSON OAKS DR,Y,482
483,483,3141,101907,CYPRESS-FAIRBANKS ISD,101907122,JOWELL EL,6355 GREENHOUSE RD,KATY,77449,KATY,77449,HARRIS COUNTY,4,PK-5,1,2,REGULAR,6355 GREENHOUSE RD,Y,483
484,484,3142,101907,CYPRESS-FAIRBANKS ISD,101907124,FIEST EL,8425 PINE FALLS,HOUSTON,77095,HOUSTON,77095,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,8425 PINE FALLS,Y,484
485,485,3143,101907,CYPRESS-FAIRBANKS ISD,101907125,BANG EL,8900 RIO GRANDE,HOUSTON,77064,HOUSTON,77064,HARRIS COUNTY,4,KG-5,1,1,REGULAR,8900 RIO GRANDE,Y,485
486,486,3144,101907,CYPRESS-FAIRBANKS ISD,101907126,HAMILTON EL,12050 KLUGE,CYPRESS,77429,CYPRESS,77429,HARRIS COUNTY,4,EE-5,1,0,REGULAR,12050 KLUGE,Y,486
487,487,3145,101907,CYPRESS-FAIRBANKS ISD,101907127,METCALF EL,6100 QUEENSTON,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,EE-5,1,1,REGULAR,6100 QUEENSTON,Y,487
488,488,3226,101902,ALDINE ISD,101902044,STOVALL MIDDLE,11201 AIRLINE DR,HOUSTON,77037,HOUSTON,77037,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,11201 AIRLINE DR,Y,488
489,489,3227,101902,ALDINE ISD,101902045,TEAGUE MIDDLE,21700 RAYFORD RD,HUMBLE,77338,HUMBLE,77338,HARRIS COUNTY,4,8-Jul,3,0,REGULAR,21700 RAYFORD RD,Y,489
490,490,3228,101902,ALDINE ISD,101902046,HOFFMAN MIDDLE,6101 W LITTLE YORK RD,HOUSTON,77091,HOUSTON,77091,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,6101 W LITTLE YORK RD,Y,490
491,491,3229,101902,ALDINE ISD,101902047,SHOTWELL MIDDLE,6515 TRL VLY WAY,HOUSTON,77086,HOUSTON,77086,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,6515 TRL VLY WAY,Y,491
492,492,3230,101902,ALDINE ISD,101902048,T S GRANTHAM MIDDLE,13300 CHRISMAN RD,HOUSTON,77039,HOUSTON,77039,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,13300 CHRISMAN RD,Y,492
493,493,3231,101902,ALDINE ISD,101902061,ECKERT INT,1430 ALDINE MEADOWS RD,HOUSTON,77032,HOUSTON,77032,HARRIS COUNTY,4,6-May,2,1,REGULAR,1430 ALDINE MEADOWS RD,Y,493
494,494,3232,101902,ALDINE ISD,101902063,ESCAMILLA INT,5241 E MT HOUSTON RD,HOUSTON,77093,HOUSTON,77093,HARRIS COUNTY,4,6-May,2,1,REGULAR,5241 E MT HOUSTON RD,Y,494
495,495,3233,101902,ALDINE ISD,101902064,STEHLIK INT,400 W RD,HOUSTON,77038,HOUSTON,77038,HARRIS COUNTY,4,6-May,2,1,REGULAR,400 W RD,Y,495
496,496,3234,101902,ALDINE ISD,101902065,PARKER INT,19850 E HARDY RD,HOUSTON,77073,HOUSTON,77073,HARRIS COUNTY,4,6-May,2,0,REGULAR,19850 E HARDY RD,Y,496
497,497,3235,101902,ALDINE ISD,101902066,CARAWAY INT,3031 ELLINGTON,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,6-May,2,1,REGULAR,3031 ELLINGTON,Y,497
498,498,3287,101908,DEER PARK ISD,101908105,DEER PARK ELEMENTARY,2920 LUELLA,DEER PARK,77536,DEER PARK,77536,HARRIS COUNTY,4,PK-5,1,0,REGULAR,2920 LUELLA,Y,498
499,499,3288,101908,DEER PARK ISD,101908106,PARKWOOD ELEMENTARY,404 PARKWOOD,PASADENA,77503,PASADENA,77503,HARRIS COUNTY,4,KG-2,1,0,REGULAR,404 PARKWOOD,Y,499
500,500,3289,101908,DEER PARK ISD,101908107,JP DABBS ELEMENTARY,302 E LAMBUTH,DEER PARK,77536,DEER PARK,77536,HARRIS COUNTY,4,PK-5,1,0,REGULAR,302 E LAMBUTH,Y,500
501,501,3290,101908,DEER PARK ISD,101908108,FAIRMONT ELEMENTARY,4315 HEATHFIELD,PASADENA,77505,PASADENA,77505,HARRIS COUNTY,4,KG-5,1,0,REGULAR,4315 HEATHFIELD,Y,501
502,502,3291,101909,NORTH FOREST ISD,101909003,FOREST BROOK MS,7525 TIDWELL RD,HOUSTON,77028,HOUSTON,77016,HARRIS COUNTY,4,8-Jun,4,1,REGULAR,7525 TIDWELL RD,?,502
503,503,3292,101909,NORTH FOREST ISD,101909041,KIRBY MIDDLE,9709 MESA DR,HOUSTON,77078,HOUSTON,77078,HARRIS COUNTY,4,8-Jul,2,0,REGULAR,9709 MESA DR,?,503
504,504,3293,101909,NORTH FOREST ISD,101909044,ELMORE MIDDLE,8200 TATE ST,HOUSTON,77028,HOUSTON,77028,HARRIS COUNTY,4,8-Jul,2,0,REGULAR,8200 TATE ST,Y,504
505,505,3319,79901,LAMAR CONSOLIDATED ISD,79901110,HUGGINS EL,NO 1 HUGGINS DR,FULSHEAR,77441,FULSHEAR,77441,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,NO 1 HUGGINS DR,Y,505
506,506,3322,79901,LAMAR CONSOLIDATED ISD,79901114,STEPHEN F AUSTIN EL,1630 PITTS RD,RICHMOND,77469,RICHMOND,77469,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,1630 PITTS RD,Y,506
507,507,3329,79907,FORT BEND ISD,79907001,DULLES H S,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77478,FORT BEND COUNTY,4,12-Sep,4,1,REGULAR,16431 LEXINGTON BLVD,Y,507
508,508,3330,79907,FORT BEND ISD,79907002,WILLOWRIDGE H S,16431 LEXINGTON BLVD,SUGAR LAND,77479,HOUSTON,77053,FORT BEND COUNTY,4,12-Sep,4,1,REGULAR,16431 LEXINGTON BLVD,Y,508
509,509,3331,79907,FORT BEND ISD,79907004,CLEMENTS H S,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77479,FORT BEND COUNTY,4,12-Sep,4,0,REGULAR,16431 LEXINGTON BLVD,Y,509
510,510,3332,79907,FORT BEND ISD,79907005,KEMPNER H S,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77478,FORT BEND COUNTY,4,12-Sep,4,1,REGULAR,16431 LEXINGTON BLVD,Y,510
511,511,3333,79907,FORT BEND ISD,79907041,DULLES MIDDLE,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77478,FORT BEND COUNTY,4,8-Jun,2,1,REGULAR,16431 LEXINGTON BLVD,Y,511
512,512,3334,79907,FORT BEND ISD,79907042,MISSOURI CITY MIDDLE,16431 LEXINGTON BLVD,SUGAR LAND,77479,MISSOURI CITY,77459,FORT BEND COUNTY,4,8-Jun,2,1,REGULAR,16431 LEXINGTON BLVD,Y,512
513,513,3335,79907,FORT BEND ISD,79907043,SUGAR LAND MIDDLE,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77478,FORT BEND COUNTY,4,8-Jun,2,1,REGULAR,16431 LEXINGTON BLVD,Y,513
514,514,3336,79907,FORT BEND ISD,79907045,FIRST COLONY MIDDLE,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77479,FORT BEND COUNTY,4,8-Jun,2,0,REGULAR,16431 LEXINGTON BLVD,Y,514
515,515,3337,79907,FORT BEND ISD,79907101,E A JONES EL,16431 LEXINGTON BLVD,SUGAR LAND,77479,MISSOURI CITY,77459,FORT BEND COUNTY,4,EE-5,1,1,REGULAR,16431 LEXINGTON BLVD,Y,515
516,516,3338,79907,FORT BEND ISD,79907102,LAKEVIEW EL,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77478,FORT BEND COUNTY,4,EE-5,1,1,REGULAR,16431 LEXINGTON BLVD,Y,516
517,517,3339,101811,HARRIS COUNTY JUVENILE JUSTICE CHARTER SCH,101811001,HARRIS COUNTY JUVENILE DETENTION CENTER,3540 W DALLAS,HOUSTON,77019,HOUSTON,77002,HARRIS COUNTY,4,12-May,5,1,CHARTER/ALTERNATIVE,3540 W DALLAS,Y,517
518,518,3340,101812,HOUSTON CAN ACADEMY CHARTER SCHOOL,101812001,HOUSTON CAN! ACADEMY CHARTER SCHOOL,2301 MAIN ST,HOUSTON,77092,HOUSTON,77002,HARRIS COUNTY,4,12-Sep,4,1,CHARTER/REGULAR,2301 MAIN ST,Y,518
519,519,3341,101814,VARNETT CHARTER SCHOOL,101814101,VARNETT CHARTER SCHOOL,P O BOX 1457,HOUSTON,77251,HOUSTON,77035,HARRIS COUNTY,4,PK-5,1,1,CHARTER/REGULAR,P O BOX 1457,Y,519
520,520,3342,101815,ALIEF MONTESSORI COMMUNITY SCHOOL,101815101,ALIEF MONTESSORI COMMUNITY SCHOOL,4215 H ST,HOUSTON,77072,HOUSTON,77072,HARRIS COUNTY,4,EE-6,1,1,CHARTER/REGULAR,4215 H ST,Y,520
521,521,3343,101840,TWO DIMENSIONS PREPARATORY ACADEMY,101840101,TWO DIMENSIONS PREPARATORY ACADEMY,12121 VETERANS MEMORIAL #9,HOUSTON,77067,HOUSTON,77067,HARRIS COUNTY,4,PK-8,1,0,CHARTER/REGULAR,12121 VETERANS MEMORIAL #9,Y,521
522,522,3344,101902,ALDINE ISD,101902001,ALDINE H S,11101 AIRLINE DR,HOUSTON,77037,HOUSTON,77037,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,11101 AIRLINE DR,Y,522
523,523,3345,101902,ALDINE ISD,101902002,CARVER H S  FOR APPLIED TECH/ENGINEERING/A,2100 S VICTORY DR,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,2100 S VICTORY DR,Y,523
524,524,3346,101902,ALDINE ISD,101902003,MACARTHUR H S,4400 ALDINE MAIL RT,HOUSTON,77039,HOUSTON,77039,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,4400 ALDINE MAIL RT,Y,524
525,525,3347,101902,ALDINE ISD,101902004,EISENHOWER H S,7922 ANTOINE DR,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,7922 ANTOINE DR,Y,525
526,526,3348,101902,ALDINE ISD,101902005,CHESTER W NIMITZ H S,2005 W W THORNE DR,HOUSTON,77073,HOUSTON,77073,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,2005 W W THORNE DR,Y,526
527,527,3349,101912,HOUSTON ISD,101912047,FONVILLE MIDDLE,725 E LITTLE YORK RD,HOUSTON,77076,HOUSTON,77076,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,725 E LITTLE YORK RD,Y,527
528,528,3350,101912,HOUSTON ISD,101912048,CLIFTON MIDDLE,6001 GOLDEN FOREST DR,HOUSTON,77092,HOUSTON,77092,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,6001 GOLDEN FOREST DR,Y,528
529,529,3351,101912,HOUSTON ISD,101912049,HAMILTON MIDDLE,139 E 20TH ST,HOUSTON,77008,HOUSTON,77008,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,139 E 20TH ST,Y,529
530,530,3352,101912,HOUSTON ISD,101912050,HOLLAND MIDDLE,1600 GELLHORN,HOUSTON,77029,HOUSTON,77029,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,1600 GELLHORN,Y,530
531,531,3353,101912,HOUSTON ISD,101912051,HARTMAN MIDDLE,7111 WESTOVER,HOUSTON,77087,HOUSTON,77087,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,7111 WESTOVER,Y,531
532,532,3354,101912,HOUSTON ISD,101912052,PATRICK HENRY MIDDLE,10702 E HARDY,HOUSTON,77093,HOUSTON,77093,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,10702 E HARDY,Y,532
533,533,3355,101912,HOUSTON ISD,101912053,HOGG MIDDLE,1100 MERRILL ST,HOUSTON,77009,HOUSTON,77009,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,1100 MERRILL ST,Y,533
534,534,3356,101912,HOUSTON ISD,101912054,JACKSON MIDDLE,5100 POLK ST,HOUSTON,77023,HOUSTON,77023,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,5100 POLK ST,Y,534
535,535,3357,101912,HOUSTON ISD,101912055,JOHNSTON MIDDLE,10410 MANHATTAN DR,HOUSTON,77096,HOUSTON,77096,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,10410 MANHATTAN DR,Y,535
536,536,3420,79907,FORT BEND ISD,79907128,COLONY MEADOWS EL,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77479,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,16431 LEXINGTON BLVD,Y,536
537,537,3421,79907,FORT BEND ISD,79907129,MISSION WEST EL,16431 LEXINGTON BLVD,SUGAR LAND,77479,HOUSTON,77083,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,16431 LEXINGTON BLVD,Y,537
538,538,3422,79907,FORT BEND ISD,79907130,WALKER STATION EL,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77479,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,16431 LEXINGTON BLVD,Y,538
539,539,3423,79907,FORT BEND ISD,79907133,ARIZONA FLEMING EL,16431 LEXINGTON BLVD,SUGAR LAND,77479,HOUSTON,77083,FORT BEND COUNTY,4,EE-5,1,1,REGULAR,16431 LEXINGTON BLVD,Y,539
540,540,3424,79910,STAFFORD MUNICIPAL SCHOOL DISTRICT,79910001,STAFFORD HIGH SCHOOL,1625 STAFFORDSHIRE,STAFFORD,77477,STAFFORD,77477,FORT BEND COUNTY,4,12-Sep,4,1,REGULAR,1625 STAFFORDSHIRE,Y,540
541,541,3425,79910,STAFFORD MUNICIPAL SCHOOL DISTRICT,79910041,STAFFORD MIDDLE SCHOOL,1625 STAFFORDSHIRE,STAFFORD,77477,STAFFORD,77477,FORT BEND COUNTY,4,8-Jun,3,1,REGULAR,1625 STAFFORDSHIRE,Y,541
542,542,3426,79910,STAFFORD MUNICIPAL SCHOOL DISTRICT,79910101,STAFFORD PRIMARY SCHOOL,1625 STAFFORDSHIRE,STAFFORD,77477,STAFFORD,77477,FORT BEND COUNTY,4,EE-1,1,1,REGULAR,1625 STAFFORDSHIRE,Y,542
543,543,3427,79910,STAFFORD MUNICIPAL SCHOOL DISTRICT,79910102,STAFFORD ELEMENTARY SCHOOL,1625 STAFFORDSHIRE,STAFFORD,77477,STAFFORD,77477,FORT BEND COUNTY,4,3-Feb,1,1,REGULAR,1625 STAFFORDSHIRE,Y,543
544,544,3491,101912,HOUSTON ISD,101912056,WELCH MIDDLE,11544 S GESSNER,HOUSTON,77071,HOUSTON,77071,HARRIS COUNTY,4,12-Jun,5,1,REGULAR,11544 S GESSNER,Y,544
545,545,3492,101912,HOUSTON ISD,101912057,LANIER MIDDLE,2600 WOODHEAD ST,HOUSTON,77098,HOUSTON,77098,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,2600 WOODHEAD ST,Y,545
546,546,3493,101912,HOUSTON ISD,101912058,GREGORY-LINCOLN ED CTR,1101 TAFT,HOUSTON,77019,HOUSTON,77019,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,1101 TAFT,Y,546
547,547,3494,101912,HOUSTON ISD,101912059,LONG MIDDLE,6501 BELLAIRE BLVD,HOUSTON,77074,HOUSTON,77074,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,6501 BELLAIRE BLVD,Y,547
548,548,3495,101912,HOUSTON ISD,101912060,REVERE MIDDLE,10502 BRIAR FOREST DR,HOUSTON,77042,HOUSTON,77042,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,10502 BRIAR FOREST DR,Y,548
549,549,3496,101912,HOUSTON ISD,101912061,MARSHALL MIDDLE,1115 NOBLE ST,HOUSTON,77009,HOUSTON,77009,HARRIS COUNTY,4,12-Jun,2,1,REGULAR,1115 NOBLE ST,Y,549
550,550,3497,101912,HOUSTON ISD,101912062,MCREYNOLDS MIDDLE,5910 MARKET ST,HOUSTON,77020,HOUSTON,77020,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,5910 MARKET ST,Y,550
551,551,3498,101912,HOUSTON ISD,101912064,PERSHING MIDDLE,7000 BRAES BLVD,HOUSTON,77025,HOUSTON,77025,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,7000 BRAES BLVD,Y,551
552,552,3499,101912,HOUSTON ISD,101912066,RYAN MIDDLE,2610 ELGIN ST,HOUSTON,77004,HOUSTON,77004,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,2610 ELGIN ST,Y,552
553,553,3501,101912,HOUSTON ISD,101912069,SOAR CTR,3233 WESLAYAN,HOUSTON,77027,HOUSTON,77027,HARRIS COUNTY,4,12-Jan,5,1,REGULAR,3233 WESLAYAN,Y,553
554,554,3502,101912,HOUSTON ISD,101912071,PROJECT CHRYSALIS MIDDLE,4528 LEELAND,HOUSTON,77023,HOUSTON,77023,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,4528 LEELAND,Y,554
555,555,3503,101912,HOUSTON ISD,101912072,FONDREN MIDDLE,6333 S BRAESWOOD,HOUSTON,77096,HOUSTON,77096,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,6333 S BRAESWOOD,Y,555
556,556,3504,101912,HOUSTON ISD,101912075,DOWLING MIDDLE,14000 STANCLIFF ST,HOUSTON,77045,HOUSTON,77045,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,14000 STANCLIFF ST,Y,556
557,557,3505,101912,HOUSTON ISD,101912077,THOMAS MIDDLE,5655 SELINSKY RD,HOUSTON,77048,HOUSTON,77048,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,5655 SELINSKY RD,Y,557
558,558,3506,101912,HOUSTON ISD,101912078,FLEMING MIDDLE,4910 COLLINGSWORTH ST,HOUSTON,77026,HOUSTON,77026,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,4910 COLLINGSWORTH ST,Y,558
559,559,3507,101912,HOUSTON ISD,101912079,KEY MIDDLE,4000 KELLEY ST,HOUSTON,77026,HOUSTON,77026,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,4000 KELLEY ST,Y,559
560,560,3508,101912,HOUSTON ISD,101912080,RICE SCH,7550 SEUSS DR,HOUSTON,77025,HOUSTON,77025,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,7550 SEUSS DR,Y,560
561,561,3509,101912,HOUSTON ISD,101912081,SHARPSTOWN MIDDLE,8330 TRIOLA,HOUSTON,77036,HOUSTON,77036,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,8330 TRIOLA,Y,561
562,562,3511,101902,ALDINE ISD,101902041,ALDINE MIDDLE,14908 ALDINE-WESTFIELD RD,HOUSTON,77032,HOUSTON,77032,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,14908 ALDINE-WESTFIELD RD,Y,562
563,563,3512,101902,ALDINE ISD,101902042,DREW ACAD,1910 W LITTLE YORK RD,HOUSTON,77091,HOUSTON,77091,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,1910 W LITTLE YORK RD,Y,563
564,564,3513,101902,ALDINE ISD,101902043,HAMBRICK MIDDLE,4600 ALDINE MAIL RT,HOUSTON,77039,HOUSTON,77039,HARRIS COUNTY,4,8-Jul,3,1,REGULAR,4600 ALDINE MAIL RT,Y,564
565,565,3514,101902,ALDINE ISD,101902067,WILSON INT,3131 FALLBROOK DR,HOUSTON,77038,HOUSTON,77038,HARRIS COUNTY,4,6-May,2,2,REGULAR,3131 FALLBROOK DR,Y,565
566,566,3515,101902,ALDINE ISD,101902068,RUBY REED ACADEMY,1616 LAUDER RD,HOUSTON,77039,HOUSTON,77039,HARRIS COUNTY,4,6-May,2,1,REGULAR,1616 LAUDER RD,Y,566
567,567,3516,101902,ALDINE ISD,101902081,ALDINE NINTH GRADE SCHOOL,10650 N FREEWAY,HOUSTON,77037,HOUSTON,77037,HARRIS COUNTY,4,9,4,1,REGULAR,10650 N FREEWAY,Y,567
568,568,3517,101902,ALDINE ISD,101902101,ANDERSON ACAD,7401 WHEATLEY ST,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,3-Jan,1,1,REGULAR,7401 WHEATLEY ST,Y,568
